id,name,host_id,host_name,neighbourhood,latitude,longitude,room_type,,minimum_nights,number_of_reviews,calculated_host_listings_count,availability_365,number_of_reviews_ltm,neighbourhood_normalized,zip_code,31-12-2023,31-03-2024,30-06-2024
9.00E+17,Modern Luxury 2bd/1ba Chicago Condo By The UC,235678953,Patty,Near West Side,41.88426272,-87.67925033,Entire home/apt,,2,68,26,306,64,near west side,60612,156,181,321
9.00E+17,Charming and Classic Brick Home in Bridgeport,132714154,Becca,Bridgeport,41.8361935,-87.6488834,Entire home/apt,,3,29,1,14,29,bridgeport,60616,158,179,158
9.00E+17,Hyde Park Haven: Exquisite Airbnb,516754623,AJ & Hannah,Grand Boulevard,41.80359,-87.6119,Entire home/apt,,2,24,1,318,23,grand boulevard,60615,469,400,436
9.00E+17,Hyde Park Home,275684350,Sherif,Hyde Park,41.7944899,-87.5820495,Entire home/apt,,2,4,1,36,2,hyde park,63107,110,110,110
9.01E+17,Modern New 3BR Condo | United Center | Balcony,235678953,Patty,Near West Side,41.88426623,-87.67880389,Entire home/apt,,2,53,26,323,46,near west side,60612,196,218,460
9.01E+17,Room3,505440643,Tamara,Chatham,41.72644321,-87.60434901,Private room,,3,5,4,300,5,chatham,60619,40,39,39
9.01E+17,Spacious and Cozy 3BR/4B Apt Near ORD / Metra,516969198,Piotr,Norwood Park,41.99302,-87.78519,Entire home/apt,,1,41,1,104,41,norwood park,60631,183,174,169
9.01E+17,Stunning Suite @ Hotel Nemo CHI,2619611,Andrew,West Town,41.90173,-87.67108,Entire home/apt,,3,11,9,0,11,west town,60612,142,130,428.8
9.02E+17,Spacious room in Logan Square,25863721,Sangeeta,Logan Square,41.91886012,-87.69570313,Private room,,32,4,2,197,4,logan square,19103,55,55,55
9.02E+17,West Town Modern Garden 1,500347797,Julian,West Town,41.90281005,-87.70167712,Entire home/apt,,1,30,1,119,30,west town,60612,113,98,121
9.02E+17,W2 SelfCheckin 15 minsDowntown 30minsAirport,92129084,Russell,Washington Park,41.79276894,-87.61604886,Entire home/apt,,2,44,6,155,40,washington park,80209,64,62,107
9.02E+17,McCormick 3B/2Ba w 6 twins & Sofa bed/Opt parking,395498979,Milan,Near South Side,41.85581221,-87.62356019,Entire home/apt,,2,28,67,320,27,near south side,60616,216,228,281
9.02E+17,UIC. 18th st. 1/2block Pink Line.,1385332,Patt,Lower West Side,41.85914,-87.67045,Private room,,32,2,20,327,2,lower west side,60608,41,32,52
9.02E+17,Rustic Sanctuary,225448452,Cynthia,West Town,41.89465,-87.6898,Entire home/apt,,1,8,1,338,8,west town,60612,300,300,300
9.02E+17,Logan Square Oasis,14988400,Sharon,West Town,41.9119932,-87.6925777,Entire home/apt,,2,31,3,28,28,west town,60612,114,114,133
9.02E+17,The Ultimate Cozy Escape.,517257823,Sandy,Dunning,41.9448864,-87.81672545,Entire home/apt,,3,21,1,160,21,dunning,60634,107,144,132
9.03E+17,*Reunions.Spacious Wicker Prk Home. Rooftop+Garage,517271687,Yesenia,West Town,41.909286,-87.6905758,Entire home/apt,,2,2,3,142,2,west town,60612,757,657,1071
9.03E+17,Logandale Studio,5819969,Lisa,Logan Square,41.93185005,-87.70691575,Entire home/apt,,1,14,1,72,14,logan square,19103,125,125,125
9.03E+17,Large Lincoln Park Home (DePaul),470462049,Robert,Lincoln Park,41.92775,-87.65058,Shared room,,32,0,6,90,0,lincoln park,80204,70,70,70
9.03E+17,Travel Nurse/ Health Professional Apartment 2E,208577711,Tenna',Grand Boulevard,41.80419971,-87.60693373,Entire home/apt,,32,0,2,365,0,grand boulevard,60615,85,120,199
9.03E+17,Cozy & Spacious in Irving Park,23125594,Joshua,Irving Park,41.95882167,-87.71450076,Entire home/apt,,1,12,1,21,12,irving park,60618,150,150,154
9.04E+17,Luxéry Stay South Loop - McCormick/WinTrust Area,457835507,Patricia,Near South Side,41.85381265,-87.62256007,Entire home/apt,,2,11,7,293,11,near south side,60616,303,182,347
9.04E+17,Comfy Solar & Green 2BR Near Hot Hyde Park!,114672515,Adam,Woodlawn,41.77768,-87.61152,Entire home/apt,,2,36,1,297,36,woodlawn,97211,90,105,108
9.04E+17,Brownstone Condo 1,139903100,Carl,West Englewood,41.79245,-87.67482,Private room,,1,5,8,359,5,west englewood,60636,60,60,60
9.04E+17,Newly Updated Vintage 6 Bedroom Single Family Home,138122970,Shabbir,Near West Side,41.87079,-87.68479,Entire home/apt,,1,18,1,333,18,near west side,60612,209,209,209
9.05E+17,Cozy Condo near Downtown Chicago,517784284,Simone,Near South Side,41.8541146,-87.6251552,Entire home/apt,,2,28,1,179,28,near south side,60616,153,159,171
9.05E+17,Fun! Warm! Centrally Located Wicker Park/2BR,70332680,Lina,West Town,41.90533302,-87.66639107,Entire home/apt,,3,14,5,107,14,west town,60612,104,112,171
9.05E+17,Historic Charm Near Shops &Parks and UChicago,485565209,Rabeeha,Kenwood,41.808323,-87.5974905,Entire home/apt,,2,20,13,9,17,kenwood,55405,56,66,134
9.05E+17,"Blueground | Edgewater, nr red line station",107434423,Blueground,Edgewater,41.9894945,-87.6557771,Entire home/apt,,32,0,549,259,0,edgewater,78248,78,119,174
9.05E+17,"Blueground | Lakeview, w/d, nr Belmont L & lake",107434423,Blueground,Lake View,41.94165,-87.652593,Entire home/apt,,32,0,549,355,0,lake view,60657,136,118,283
9.05E+17,Pet-Friendly Urban Chicago Vacation Rental Condo,121719854,Evolve,Rogers Park,42.01687,-87.66478,Entire home/apt,,2,5,33,306,5,rogers park,60626,106,110,117
9.05E+17,Private Room in Norwood Park,128265803,Victor,Norwood Park,41.99601407,-87.7866384,Private room,,2,6,15,71,6,norwood park,60631,29,39,39
9.06E+17,Private Room with Private Bath,501363193,Emrah,Uptown,41.96718582,-87.65832774,Private room,,32,3,2,201,3,uptown,92103,69,71,70
9.06E+17,A Room Available in Chinatown!,129346623,Ricky,Bridgeport,41.83467226,-87.64413861,Private room,,1,32,1,351,30,bridgeport,60616,39,40,40
9.06E+17,Comfy Cozy Entire Apartment Selfcheck-in FastWi-Fi,415539039,David,Belmont Cragin,41.92969493,-87.76318408,Entire home/apt,,1,24,3,78,23,belmont cragin,60639,110,92,137
9.06E+17,Private Room- Prime Location (D),156234656,Danica,Lake View,41.93404297,-87.660445,Private room,,1,18,8,24,18,lake view,60657,55,55,130
9.06E+17,Clean&Spacious Bronzeville Loft,85405655,Jason,Grand Boulevard,41.8189,-87.62186,Entire home/apt,,32,12,1,359,12,grand boulevard,60615,203,176,197
9.07E+17,Large 3BR 2Ba. Laundry. Parking.,25561251,Chicago Home Stays,Lower West Side,41.85565559,-87.68061318,Entire home/apt,,32,2,8,130,2,lower west side,60608,86,77,100
9.07E+17,Humboldt Homestead,32509108,Rachel,Humboldt Park,41.9117585,-87.71648239,Entire home/apt,,32,2,1,247,2,humboldt park,60651,70,70,70
9.07E+17,Spacious 2bdm unit 15min to Dwtn,175692579,Max,Douglas,41.83144447,-87.61831655,Entire home/apt,,1,8,4,104,8,douglas,60616,142,120,124
9.07E+17,Clean & Simple lovely room (1),165153877,Yingjian,Brighton Park,41.81453423,-87.69854447,Private room,,1,16,4,115,16,brighton park,60632,44,35,35
9.07E+17,Clean & Simple lovely room (2),165153877,Yingjian,Brighton Park,41.81318,-87.69932,Private room,,1,15,4,132,15,brighton park,60632,42,32,32
9.07E+17,Loft8 - Unique Design in Prime Location,426416739,Candace,West Town,41.9102146,-87.6790541,Entire home/apt,,2,40,1,272,40,west town,60612,362,295,405
9.07E+17,Stunning 3 Bedroom Old Town Condo,114914409,James,Lincoln Park,41.91602,-87.635896,Entire home/apt,,6,5,1,257,5,lincoln park,80204,375,375,375
9.07E+17,This is the best bedroom for you !,518375463,Jacqueline,Dunning,41.9449,-87.78532,Private room,,1,3,2,260,3,dunning,60634,40,40,40
9.07E+17,Gold Coast|Rooftop Indoor Pool| In&Out Parking,518420764,Ibrahim,Near North Side,41.894291,-87.63180233,Entire home/apt,,32,18,1,77,18,near north side,60610,312,385,746
9.07E+17,Chicago Getaway Near UIC / Downtown,486139080,Vax,Near West Side,41.87549011,-87.68908048,Entire home/apt,,1,4,2,353,4,near west side,60612,122,241,283
9.07E+17,Magical Treehouse Located in HEART of Old Town!,6341314,Pillowhead,Near North Side,41.90584,-87.63568,Entire home/apt,,3,23,5,315,23,near north side,60610,535,595,680
9.07E+17,Southern Lakefront Chicago: 2 Bedrms-Great Kitchen,390989692,Sal,South Chicago,41.74324,-87.54484,Entire home/apt,,32,1,1,202,1,south chicago,60617,62,62,77
9.07E+17,Stylish Urban Retreat 3 Bedroom Newly Remodeled,11054669,Kevin,Grand Boulevard,41.82029689,-87.61925429,Entire home/apt,,2,17,2,358,17,grand boulevard,60615,74,135,160
9.07E+17,Brownstone Condo 3,139903100,Carl,West Englewood,41.79365336,-87.67450363,Private room,,2,2,8,365,2,west englewood,60636,80,80,80
9.07E+17,Whimsical 3BR 1BA Apt w/ Huge Porch Near Wrigley,204613551,Sam,Lake View,41.9359955,-87.6575543,Entire home/apt,,3,23,1,114,22,lake view,60657,462,435,454
9.07E+17,Brand New Spacious Duplex,140840862,Jennifer,Austin,41.89337,-87.75855,Entire home/apt,,2,36,1,132,36,austin,60639,175,187,188
9.07E+17,Brownstone Condo 2,139903100,Carl,West Englewood,41.79218,-87.67335,Private room,,2,5,8,228,4,west englewood,60636,73,73,74
9.07E+17,Brownstone Condo 4,139903100,Carl,West Englewood,41.79189,-87.67413,Private room,,2,3,8,365,3,west englewood,60636,60,60,60
9.07E+17,New Workstation!  Norwood Park/Edison Park!,119669148,Tara,Norwood Park,41.99885782,-87.8004178,Entire home/apt,,1,20,3,165,17,norwood park,60631,167,128,211
9.08E+17,Apartment in Logan Square,65097721,Danielle,Logan Square,41.92679072,-87.71530497,Entire home/apt,,32,0,1,197,0,logan square,19103,76,64,76
9.08E+17,Garden Unit Getaway,518632074,Janelle,West Ridge,42.01774143,-87.69327887,Entire home/apt,,1,19,1,115,19,west ridge,60659,104,94,128
9.08E+17,sweet vacation home,518666578,Ping,Near North Side,41.89518844,-87.62660109,Entire home/apt,,30,7,1,264,7,near north side,60610,108,128,188
9.09E+17,Big Cozy Townhouse in Lincoln Park near DePaul,63149967,Yao,Lincoln Park,41.92119,-87.66055,Entire home/apt,,32,23,1,322,23,lincoln park,80204,285,249,341
9.09E+17,Level - Spacious Junior Two Bedroom,501371725,Level Chicago,Near West Side,41.88737,-87.64694,Entire home/apt,,365,0,28,365,0,near west side,60612,176,132,385
9.09E+17,Level - Two Bedroom Suite in Fulton Market,501371725,Level Chicago,West Town,41.88926,-87.6454,Entire home/apt,,365,0,28,365,0,west town,60612,200,187,523
9.09E+17,Level - Spacious Three Bedroom in Fulton Market,501371725,Level Chicago,Near West Side,41.88797556,-87.6472554,Entire home/apt,,365,0,28,365,0,near west side,60612,232,280,560
9.09E+17,Level- Fulton Market Brand New Luxe One Bedroom,501371725,Level Chicago,Near West Side,41.88735378,-87.64597517,Entire home/apt,,365,0,28,365,0,near west side,60612,140,140,240
9.09E+17,Level - Brand New Studio in Fulton Market,501371725,Level Chicago,West Town,41.88883,-87.64528,Entire home/apt,,32,0,28,351,0,west town,60612,112,98,220
9.09E+17,Spacious & Centrally Located Apt,168342739,Fabiola,Lower West Side,41.85831,-87.64429,Entire home/apt,,2,25,1,13,25,lower west side,60608,85,144,153
9.09E+17,2bd River North Million Dollar Views! Parking Incl,217601625,Randy,Near North Side,41.89555,-87.62631,Entire home/apt,,32,3,1,245,3,near north side,60610,199,179,179
9.09E+17,Luxury Penthouse w/ HOT TUB & Amazing Roof Deck,4483032,James,West Town,41.90798,-87.66834,Entire home/apt,,2,29,3,351,29,west town,60612,348,546,629
9.09E+17,Luxury New Construction Duplex w/ Rooftop HOT TUB,4483032,James,West Town,41.90804533,-87.66899246,Entire home/apt,,2,21,3,342,21,west town,60612,425,571,629
9.09E+17,"Blueground | Lakeview, w/d, nr Wrigley Field",107434423,Blueground,Lake View,41.941626,-87.6525329,Entire home/apt,,32,0,549,363,0,lake view,60657,174,129,183
9.09E+17,Wrigleyville | Spacious Duplex w/ Entertainment Ro,491707654,Awayo,Lake View,41.94340974,-87.65722525,Entire home/apt,,2,34,4,316,33,lake view,60657,212,192,391
9.10E+17,Luxury 6BD/5BTH + Roofdeck - Downtown Chicago!,518979805,Brad,Near North Side,41.90288675,-87.63663011,Entire home/apt,,32,42,1,258,41,near north side,60610,476,689,681
9.10E+17,Alphabet town,387202458,Ryan,East Side,41.70245,-87.52994,Private room,,32,0,1,270,0,east side,60617,212,212,212
9.10E+17,Chicago 420 Friendly Meet Up,77414650,Red Door,Greater Grand Crossing,41.76635728,-87.61904986,Entire home/apt,,32,0,18,365,0,greater grand crossing,60619,206,206,206
9.10E+17,Charming Retreat with Modern Comforts / Spa Bath,504080250,Thomas,Avondale,41.93329,-87.72108,Entire home/apt,,2,23,3,92,23,avondale,95824,101,102,119
9.10E+17,Feelin’ blue-tiful at Wrigley,3230291,David,Lake View,41.94737604,-87.6640557,Entire home/apt,,2,39,16,327,38,lake view,60657,89,97,87
9.10E+17,South Shore Hidden Gem,337662249,Chauntee,South Shore,41.76067925,-87.57239405,Entire home/apt,,1,0,3,263,0,south shore,60619,199.7272727,80,85
9.11E+17,"Exec Lux home wth 3 Level,6 Bdrms/3bth & 2 Kitchen",519259965,Lola,Greater Grand Crossing,41.77167116,-87.61731059,Entire home/apt,,2,26,1,325,26,greater grand crossing,60619,400,400,380
9.11E+17,M-Convenient apartment near WField,170551048,Lyn,Uptown,41.95701503,-87.65015849,Entire home/apt,,32,3,22,365,3,uptown,92103,150,150,150
9.11E+17,2-Bedroom Cozy Apt in Prime Location,516729738,Sania,Edgewater,41.97797025,-87.66945741,Entire home/apt,,1,31,10,124,30,edgewater,78248,53,92,125
9.11E+17,Penthouse In Wicker Park,204837000,Francois TE,West Town,41.90752425,-87.68708762,Entire home/apt,,3,24,1,122,24,west town,60612,221,239,242
9.12E+17,Bronzeville Cozy 1x1 Access 2 DT,130283273,Denise,Grand Boulevard,41.81756,-87.6103,Entire home/apt,,32,1,3,202,1,grand boulevard,60615,68,65,66
9.12E+17,Chicago O'Hare,327300894,Beata,Ohare,41.9768131,-87.8412712,Private room,,1,6,1,170,6,ohare,60018,83,83,83
9.12E+17,Charming Lincoln Park apartment,191746118,Michael,Lincoln Park,41.9224819,-87.6411649,Entire home/apt,,3,21,3,287,21,lincoln park,80204,175,207,282
9.12E+17,Cozy Garden Apartment,8311163,Emily,Portage Park,41.96412081,-87.7605406,Entire home/apt,,1,33,1,109,33,portage park,60634,99,101,108
9.12E+17,"Location! 3 Bed House, parking! Rooftop! Safe area",204880608,Kai And Beca,West Town,41.89576948,-87.67093438,Entire home/apt,,1,37,3,140,37,west town,60612,159,290,283
9.12E+17,$400 Per Month GIRL Pad near Jackson Park HospitaL,691000,Nonya,Auburn Gresham,41.75247,-87.65584,Shared room,,32,1,15,325,1,auburn gresham,60620,29,29,29
9.12E+17,Charming 3bd Duplex Down In Central Logan Square,371568644,Abigail And Erin,Logan Square,41.91676,-87.69741,Entire home/apt,,1,3,1,351,3,logan square,19103,268,268,268
9.12E+17,Stylish 2 BDR Coach House Steps From The Lake,235678953,Patty,Near North Side,41.90802,-87.63667,Entire home/apt,,2,40,26,300,40,near north side,60610,145,163,286
9.12E+17,Simple & Cozy Studio Apt in Chicago,516729738,Sania,Near North Side,41.89744,-87.62806,Entire home/apt,,1,66,10,157,64,near north side,60610,62,93,183
9.12E+17,Hideaway right off the Lake front,92061621,Veda,South Shore,41.76084083,-87.57848767,Shared room,,1,3,2,258,3,south shore,60619,33,33,50
9.12E+17,Small Studio Suite,513431472,Casper,Portage Park,41.96109,-87.76775,Private room,,1,10,2,358,10,portage park,60634,73,50.25,114
9.12E+17,Lovely Duplex w/ Parking! Sleeps 8!,519677449,Michael,Avondale,41.93444867,-87.71888173,Entire home/apt,,3,9,1,355,9,avondale,95824,171,183,219
9.12E+17,Inviting & Fully Furnished Studio Apartment,516729738,Sania,Near North Side,41.89922804,-87.62799096,Entire home/apt,,1,55,10,162,55,near north side,60610,54,103,214
9.13E+17,Midway cozy Guest House (Back House),94722308,Guadalupe,Gage Park,41.79534,-87.71005,Entire home/apt,,1,47,1,0,47,gage park,60632,87,99,114
9.13E+17,"Chill at Canaryville, 10 min from Downtown & Beach",82313567,Denisha,New City,41.81373924,-87.64282811,Entire home/apt,,2,28,2,350,27,new city,60609,147,159,217
9.13E+17,Guaranteed Rate Field Condo,395060895,James,Grand Boulevard,41.81589,-87.61924,Entire home/apt,,32,0,1,270,0,grand boulevard,60615,150,150,150
9.13E+17,Club Salon Sleeps 10-20 Free Parking & TV,5911294,Will,Lake View,41.9392428,-87.6422525,Entire home/apt,,2,10,5,298,10,lake view,60657,532,210,516
9.13E+17,Pet-Friendly Chicago Getaway: 4 Mi to Downtown!,121719854,Evolve,Lower West Side,41.85389,-87.67189,Entire home/apt,,32,1,33,294,1,lower west side,60608,69,81,66
9.13E+17,Ultimate Lakeview 3bd Duplex 4 Blocks from Wrigley,517118143,Amy,Lake View,41.94214,-87.66176,Entire home/apt,,1,30,1,328,30,lake view,60657,90,90,90
9.13E+17,BR at Bridgeport near Chinatown,456921744,Leuyen,Bridgeport,41.8336,-87.64397,Private room,,1,18,7,346,18,bridgeport,60616,30,43,40
9.13E+17,Japandi Style King Room - Near Downtown Chicago!,495637904,Lydia,East Garfield Park,41.88492,-87.70734,Private room,,2,13,8,353,13,east garfield park,60612,68,47,85
9.13E+17,Chic & Comfy Studio Apt with Modern Amenities,516729738,Sania,Near North Side,41.89723,-87.62651,Entire home/apt,,1,36,10,168,36,near north side,60610,59,72,188
9.13E+17,Japandi Queen Room - Near Downtown Chicago!,495637904,Lydia,East Garfield Park,41.88457611,-87.70698843,Private room,,2,9,8,335,9,east garfield park,60612,70,44,98
9.13E+17,Comfortable & Convenient Studio Apt in Chicago,516729738,Sania,Near North Side,41.89699536,-87.62599171,Entire home/apt,,1,36,10,169,36,near north side,60610,54,90,159
9.14E+17,"3R - Top Floor, Private Roof Deck - Pet Friendly",2010015,Martin,Avondale,41.9345302,-87.7201432,Entire home/apt,,32,3,6,192,3,avondale,95824,75,55,119
9.14E+17,Stylish & Cozy 2 Bedroom Near the United Center,101542773,Lyle,East Garfield Park,41.88293592,-87.6986259,Entire home/apt,,3,19,1,167,19,east garfield park,60612,127,150,150
9.14E+17,FREE Parking! 2 bedroom unit- P1,516016585,Besail,West Town,41.909,-87.66939,Entire home/apt,,1,24,2,351,24,west town,60612,166,126,240
9.14E+17,#1AComfy&Convenient bedroom Shared bath in uptown,345608750,Charlie,Uptown,41.9743,-87.66158,Private room,,2,9,5,52,9,uptown,92103,89,89,92.2
9.15E+17,The Hidden Gem,74202688,Uriel,Avondale,41.9390163,-87.70571592,Entire home/apt,,4,6,2,206,6,avondale,95824,126,118,120
9.15E+17,Master bedroom in house - Chicago,1320363,Rodica,West Ridge,41.98366845,-87.70313811,Private room,,2,2,1,64,2,west ridge,60659,59,99,99
9.15E+17,Vintage Condo-Heart of Hyde Park,285083456,Marjorie,Hyde Park,41.801258,-87.593035,Entire home/apt,,33,1,3,340,1,hyde park,63107,85,106,106
9.15E+17,Logan Square Coach House,77180392,Maciek,Logan Square,41.92527263,-87.6923337,Entire home/apt,,2,22,1,120,22,logan square,19103,96,94,128
9.15E+17,Millennium park 10 min Free P-Spot&Balcony Sleep 8,361997400,Sergii,Near West Side,41.88200369,-87.681262,Entire home/apt,,2,47,12,353,47,near west side,60612,188,151,274
9.16E+17,#2 B Comfy&Convenient room&Shared bath in Uptown,345608750,Charlie,Uptown,41.97268163,-87.6616897,Private room,,1,10,5,55,10,uptown,92103,69,69,66
9.16E+17,#3C Comfy&Convenient room&Shared bath in Uptown,345608750,Charlie,Uptown,41.97449951,-87.66193949,Private room,,1,7,5,85,7,uptown,92103,79,79,85.33333333
9.16E+17,Lux Corner 2BR 2BA W/ Pool & Gym - Free Parking,24388042,DeLuxe,Near North Side,41.89165999,-87.61735301,Entire home/apt,,32,1,15,318,1,near north side,60610,254,190,510
9.17E+17,"Beautiful 7 Bed, 3.5 Bath",73912900,Aaron,West Town,41.9092241,-87.6881455,Entire home/apt,,1,11,1,291,11,west town,60612,240,560,867
9.17E+17,#5Ecomfy and convenient room&Shared bath in Uptown,345608750,Charlie,Uptown,41.97359,-87.66356,Private room,,2,10,5,69,10,uptown,92103,69,69,78
9.17E+17,Beautiful 1B/1B in River North/ Large Balcony,19137843,Linnday,Near North Side,41.89718,-87.62757,Entire home/apt,,50,0,1,314,0,near north side,60610,105,105,105
